"x","Bump"
0,0
0.0025062656641604,6.19933320059052e-05
0.0050125313283208,0.00024795795533078
0.0075187969924812,0.000557847755708107
0.0100250626566416,0.000991585888732716
0.012531328320802,0.00154906479891631
0.0150375939849624,0.0022301462463582
0.0175438596491228,0.00303466134102526
0.0200501253132832,0.00396241058463198
0.0225563909774436,0.00501316392011081
0.025062656641604,0.00618666078866031
0.0275689223057644,0.00748261019435648
0.0300751879699248,0.00890069077631228
0.0325814536340852,0.0104405508883664
0.0350877192982456,0.0121018086862822
0.037593984962406,0.0138840522224347
0.0401002506265664,0.0157868395479631
0.0426065162907268,0.0178096988223615
0.0451127819548872,0.0199521284304837
0.0476190476190476,0.0222135971069296
0.050125313283208,0.0245935440677854
0.0526315789473684,0.0270913791496827
0.0551378446115288,0.0297064829561432
0.0576441102756892,0.0324382070111731
0.0601503759398496,0.0352858739200671
0.06265664160401,0.0382487775373848
0.0651629072681704,0.0413261831420554
0.0676691729323308,0.0445173276195697
0.0701754385964912,0.0478214196512112
0.0726817042606516,0.0512376399102829
0.075187969924812,0.0547651412652777
0.0776942355889724,0.0584030489899451
0.0802005012531328,0.0621504609801996
0.0827067669172932,0.0660064479778185
0.0852130325814536,0.0699700538008731
0.087719298245614,0.0740402955808365
0.0902255639097744,0.0782161640063087
0.0927318295739348,0.0824966235732988
0.0952380952380952,0.0868806128420025
0.0977443609022556,0.0913670447000109
0.100250626566416,0.0959548066318853
0.102756892230576,0.100642760995031
0.105263157894737,0.105429745301803
0.107769423558897,0.110314572507772
0.110275689223058,0.115296031306078
0.112781954887218,0.120372886427806
0.115288220551378,0.125543878948293
0.117794486215539,0.130807726599317
0.120300751879699,0.136163124087057
0.12280701754386,0.141608743415774
0.12531328320802,0.147143234217122
0.12781954887218,0.152765224084996
0.130325814536341,0.158473318915859
0.132832080200501,0.164266103254439
0.135338345864662,0.170142140644726
0.137844611528822,0.176099973986172
0.140350877192982,0.182138125895016
0.142857142857143,0.188255099070633
0.145363408521303,0.194449376666828
0.147869674185464,0.200719422667971
0.150375939849624,0.207063682269888
0.152882205513784,0.213480582265411
0.155388471177945,0.219968531434493
0.157894736842105,0.226525920938786
0.160401002506266,0.233151124720593
0.162907268170426,0.239842499906082
0.165413533834586,0.24659838721268
0.167919799498747,0.253417111360527
0.170426065162907,0.260296981487904
0.172932330827068,0.267236291570518
0.175438596491228,0.274233320844555
0.177944862155388,0.281286334233379
0.180451127819549,0.288393582777787
0.182957393483709,0.295553304069706
0.18546365914787,0.302763722689217
0.18796992481203,0.31002305064482
0.19047619047619,0.317329487816802
0.192982456140351,0.324681222403623
0.195488721804511,0.332076431371189
0.197994987468672,0.339513280904921
0.200501253132832,0.346989926864491
0.203007518796992,0.354504515241118
0.205513784461153,0.362055182617312
0.208020050125313,0.369640056628957
0.210526315789474,0.3772572564296
0.213032581453634,0.384904893156858
0.215538847117794,0.392581070400798
0.218045112781955,0.400283884674204
0.220551378446115,0.408011425884585
0.223057644110276,0.415761777807829
0.225563909774436,0.423533018563377
0.228070175438596,0.431323221090796
0.230576441102757,0.439130453627639
0.233082706766917,0.446952780188471
0.235588972431078,0.454788261044942
0.238095238095238,0.462634953206788
0.240601503759398,0.470490910903639
0.243107769423559,0.478354186067519
0.245614035087719,0.486222828815919
0.24812030075188,0.494094887935308
0.25062656641604,0.501968411364988
0.2531328320802,0.50984144668115
0.255639097744361,0.517712041581027
0.258145363408521,0.525578244367007
0.260651629072682,0.533438104430606
0.263157894736842,0.541289672736166
0.265664160401002,0.549131002304165
0.268170426065163,0.556960148694014
0.270676691729323,0.564775170486226
0.273182957393484,0.57257412976384
0.275689223057644,0.580355092592967
0.278195488721804,0.588116129502361
0.280701754385965,0.595855315961869
0.283208020050125,0.60357073285967
0.285714285714286,0.611260466978157
0.288220551378446,0.618922611468371
0.290726817042607,0.626555266322841
0.293233082706767,0.634156538846742
0.295739348370927,0.64172454412723
0.298245614035088,0.649257405500847
0.300751879699248,0.65675325501889
0.303258145363409,0.664210233910608
0.305764411027569,0.671626493044128
0.308270676691729,0.67900019338499
0.31077694235589,0.686329506452181
0.31328320802005,0.693612614771549
0.315789473684211,0.700847712326485
0.318295739348371,0.708033005005769
0.320802005012531,0.715166711048463
0.323308270676692,0.722247061485738
0.325814536340852,0.729272300579533
0.328320802005013,0.73624068625793
0.330827067669173,0.743150490547141
0.333333333333333,0.75
0.335839598997494,0.756787516120853
0.338345864661654,0.763511355786739
0.340852130325815,0.770169851664759
0.343358395989975,0.776761352625529
0.345864661654135,0.783284224152621
0.348370927318296,0.789736848747873
0.350877192982456,0.79611762633249
0.353383458646617,0.802424974643819
0.355889724310777,0.808657329627708
0.358395989974937,0.81481314582635
0.360902255639098,0.820890896761516
0.363408521303258,0.826889075313079
0.365914786967419,0.832806194092743
0.368421052631579,0.83864078581287
0.370927318295739,0.844391403650335
0.3734335839599,0.850056621605295
0.37593984962406,0.855635034854797
0.378446115288221,0.861125260101146
0.380952380952381,0.866525935914913
0.383458646616541,0.871835723072545
0.385964912280702,0.877053304888448
0.388471177944862,0.882177387541496
0.390977443609023,0.887206700395859
0.393483709273183,0.892139996316093
0.395989974937343,0.896976051976389
0.398496240601504,0.901713668163931
0.401002506265664,0.906351670076265
0.403508771929825,0.910888907612623
0.406015037593985,0.915324255659111
0.408521303258145,0.919656614367716
0.411027568922306,0.923884909429028
0.413533834586466,0.92800809233865
0.416040100250627,0.932025140657194
0.418546365914787,0.935935058263819
0.421052631578947,0.939736875603244
0.423558897243108,0.943429649926172
0.426065162907268,0.947012465523063
0.428571428571429,0.95048443395121
0.431077694235589,0.953844694255047
0.433583959899749,0.957092413179644
0.43609022556391,0.96022678537733
0.43859649122807,0.963247033607401
0.441102756892231,0.966152408928851
0.443609022556391,0.968942190886093
0.446115288220551,0.97161568768761
0.448621553884712,0.974172236377503
0.451127819548872,0.976611202999885
0.453634085213033,0.978931982756085
0.456140350877193,0.981134000154625
0.458646616541353,0.983216709153921
0.461152882205514,0.985179593297692
0.463659147869674,0.987022165843023
0.466165413533835,0.988743969881069
0.468671679197995,0.990344578450352
0.471177944862155,0.991823594642639
0.473684210526316,0.993180651701361
0.476190476190476,0.994415413112564
0.478696741854637,0.995527572688352
0.481203007518797,0.996516854642812
0.483709273182957,0.997383013660407
0.486215538847118,0.998125834956802
0.488721804511278,0.998745134332128
0.491228070175439,0.999240758216658
0.493734335839599,0.999612583708888
0.496240601503759,0.999860518606014
0.49874686716792,0.999984501426793
0.50125313283208,0.999984501426793
0.503759398496241,0.999860518606014
0.506265664160401,0.999612583708888
0.508771929824561,0.999240758216658
0.511278195488722,0.998745134332128
0.513784461152882,0.998125834956802
0.516290726817043,0.997383013660407
0.518796992481203,0.996516854642812
0.521303258145363,0.995527572688352
0.523809523809524,0.994415413112564
0.526315789473684,0.993180651701361
0.528822055137845,0.991823594642639
0.531328320802005,0.990344578450352
0.533834586466165,0.988743969881069
0.536340852130326,0.987022165843023
0.538847117794486,0.985179593297692
0.541353383458647,0.983216709153921
0.543859649122807,0.981134000154625
0.546365914786967,0.978931982756085
0.548872180451128,0.976611202999885
0.551378446115288,0.974172236377503
0.553884711779449,0.97161568768761
0.556390977443609,0.968942190886093
0.558897243107769,0.966152408928851
0.56140350877193,0.963247033607401
0.56390977443609,0.96022678537733
0.566416040100251,0.957092413179644
0.568922305764411,0.953844694255047
0.571428571428571,0.95048443395121
0.573934837092732,0.947012465523063
0.576441102756892,0.943429649926172
0.578947368421053,0.939736875603244
0.581453634085213,0.935935058263819
0.583959899749373,0.932025140657194
0.586466165413534,0.92800809233865
0.588972431077694,0.923884909429028
0.591478696741855,0.919656614367716
0.593984962406015,0.915324255659112
0.596491228070175,0.910888907612623
0.598997493734336,0.906351670076265
0.601503759398496,0.901713668163931
0.604010025062657,0.896976051976389
0.606516290726817,0.892139996316093
0.609022556390977,0.88720670039586
0.611528822055138,0.882177387541496
0.614035087719298,0.877053304888448
0.616541353383459,0.871835723072545
0.619047619047619,0.866525935914913
0.621553884711779,0.861125260101146
0.62406015037594,0.855635034854798
0.6265664160401,0.850056621605295
0.629072681704261,0.844391403650335
0.631578947368421,0.838640785812871
0.634085213032581,0.832806194092743
0.636591478696742,0.82688907531308
0.639097744360902,0.820890896761516
0.641604010025063,0.81481314582635
0.644110275689223,0.808657329627708
0.646616541353383,0.802424974643819
0.649122807017544,0.79611762633249
0.651629072681704,0.789736848747873
0.654135338345865,0.783284224152621
0.656641604010025,0.776761352625529
0.659147869674185,0.770169851664759
0.661654135338346,0.763511355786739
0.664160401002506,0.756787516120853
0.666666666666667,0.75
0.669172932330827,0.743150490547141
0.671679197994987,0.73624068625793
0.674185463659148,0.729272300579533
0.676691729323308,0.722247061485738
0.679197994987469,0.715166711048463
0.681704260651629,0.708033005005769
0.684210526315789,0.700847712326485
0.68671679197995,0.69361261477155
0.68922305764411,0.686329506452181
0.691729323308271,0.67900019338499
0.694235588972431,0.671626493044128
0.696741854636591,0.664210233910608
0.699248120300752,0.656753255018891
0.701754385964912,0.649257405500848
0.704260651629073,0.64172454412723
0.706766917293233,0.634156538846743
0.709273182957393,0.626555266322841
0.711779448621554,0.618922611468371
0.714285714285714,0.611260466978158
0.716791979949875,0.60357073285967
0.719298245614035,0.595855315961869
0.721804511278195,0.588116129502361
0.724310776942356,0.580355092592968
0.726817042606516,0.57257412976384
0.729323308270677,0.564775170486226
0.731829573934837,0.556960148694014
0.734335839598997,0.549131002304166
0.736842105263158,0.541289672736166
0.739348370927318,0.533438104430605
0.741854636591479,0.525578244367007
0.744360902255639,0.517712041581027
0.746867167919799,0.50984144668115
0.74937343358396,0.501968411364988
0.75187969924812,0.494094887935308
0.754385964912281,0.486222828815919
0.756892230576441,0.47835418606752
0.759398496240602,0.470490910903638
0.761904761904762,0.462634953206788
0.764411027568922,0.454788261044943
0.766917293233083,0.446952780188471
0.769423558897243,0.439130453627639
0.771929824561403,0.431323221090796
0.774436090225564,0.423533018563377
0.776942355889724,0.415761777807829
0.779448621553885,0.408011425884585
0.781954887218045,0.400283884674204
0.784461152882205,0.392581070400799
0.786967418546366,0.384904893156858
0.789473684210526,0.377257256429601
0.791979949874687,0.369640056628957
0.794486215538847,0.362055182617313
0.796992481203007,0.354504515241118
0.799498746867168,0.346989926864491
0.802005012531328,0.339513280904921
0.804511278195489,0.332076431371189
0.807017543859649,0.324681222403623
0.80952380952381,0.317329487816803
0.81203007518797,0.31002305064482
0.81453634085213,0.302763722689217
0.817042606516291,0.295553304069706
0.819548872180451,0.288393582777788
0.822055137844611,0.281286334233379
0.824561403508772,0.274233320844556
0.827067669172932,0.267236291570519
0.829573934837093,0.260296981487904
0.832080200501253,0.253417111360527
0.834586466165413,0.24659838721268
0.837092731829574,0.239842499906082
0.839598997493734,0.233151124720593
0.842105263157895,0.226525920938787
0.844611528822055,0.219968531434493
0.847117794486215,0.213480582265411
0.849624060150376,0.207063682269888
0.852130325814536,0.200719422667971
0.854636591478697,0.194449376666829
0.857142857142857,0.188255099070633
0.859649122807018,0.182138125895016
0.862155388471178,0.176099973986173
0.864661654135338,0.170142140644727
0.867167919799499,0.16426610325444
0.869674185463659,0.158473318915859
0.87218045112782,0.152765224084996
0.87468671679198,0.147143234217122
0.87719298245614,0.141608743415775
0.879699248120301,0.136163124087057
0.882205513784461,0.130807726599317
0.884711779448621,0.125543878948294
0.887218045112782,0.120372886427806
0.889724310776942,0.115296031306078
0.892230576441103,0.110314572507772
0.894736842105263,0.105429745301804
0.897243107769424,0.100642760995031
0.899749373433584,0.0959548066318854
0.902255639097744,0.0913670447000112
0.904761904761905,0.0868806128420028
0.907268170426065,0.0824966235732991
0.909774436090226,0.0782161640063087
0.912280701754386,0.0740402955808365
0.914786967418546,0.0699700538008734
0.917293233082707,0.0660064479778186
0.919799498746867,0.0621504609801996
0.922305764411028,0.0584030489899454
0.924812030075188,0.0547651412652779
0.927318295739348,0.0512376399102829
0.929824561403509,0.0478214196512113
0.932330827067669,0.0445173276195698
0.934837092731829,0.0413261831420556
0.93734335839599,0.0382487775373849
0.93984962406015,0.0352858739200671
0.942355889724311,0.0324382070111732
0.944862155388471,0.0297064829561434
0.947368421052632,0.0270913791496827
0.949874686716792,0.0245935440677855
0.952380952380952,0.0222135971069297
0.954887218045113,0.0199521284304838
0.957393483709273,0.0178096988223616
0.959899749373434,0.0157868395479631
0.962406015037594,0.0138840522224347
0.964912280701754,0.0121018086862823
0.967418546365915,0.0104405508883665
0.969924812030075,0.00890069077631234
0.972431077694236,0.00748261019435653
0.974937343358396,0.00618666078866037
0.977443609022556,0.00501316392011086
0.979949874686717,0.00396241058463198
0.982456140350877,0.00303466134102526
0.984962406015037,0.00223014624635826
0.987468671679198,0.00154906479891631
0.989974937343358,0.000991585888732771
0.992481203007519,0.000557847755708107
0.994987468671679,0.00024795795533078
0.99749373433584,6.19933320059052e-05
1,0
